SL_No.,Clothing_ID,Age,Review,Rating,Recommendation_Indicator,Positive_Feedback_Count,Department_Name
7986,836,64,I wanted to like this,1,0,2,Tops
7987,862,38,Pefect!,5,1,1,Tops
7988,1095,36,So disappointed in retailer's descriptions lately...,2,0,6,Dresses
7989,1095,48,Nice dress- had to alter bottom for shape,3,1,9,Dresses
7990,1066,49,My new go-to's,5,1,0,Bottoms
7991,862,71,Beautifully made,5,1,1,Tops
7992,1083,56,Lovely fabric and colors,5,1,8,Dresses
7993,1066,42,Love these pants,5,1,1,Bottoms
7994,826,42,Just as pictured!!,5,1,1,Tops
7995,1148,32,"Nice, but too low",4,1,0,Bottoms
7996,826,29,Flimsy,3,0,0,Tops
7997,1066,46,Fun print,4,1,6,Bottoms
7998,862,46,Gorgeous tunic--interesting mix of colors,5,1,1,Tops
7999,826,40,This shirt is a versatile piece.,4,1,2,Tops
8000,1081,45,Fun summer frock,4,1,3,Dresses
8001,1081,36,Slightly more modern take on preppy,4,1,4,Dresses
8002,1148,60,Another perfect pair!,5,1,0,Bottoms
8003,1148,48,Great jeans,5,1,1,Bottoms
8004,826,45,Amazing silk blouse,5,1,6,Tops
8005,928,55,"Nice sweater, but didn't look right on me",3,1,3,Tops
8006,1066,39,Cute casual pants,5,1,1,Bottoms
8007,1081,28,Colors are more intense than they appear,2,0,42,Dresses
8008,1081,49,Runs very small,3,1,0,Dresses
8009,862,45,Light and lovely.,5,1,1,Tops
8010,1104,38,Great easy dress,5,1,0,Dresses
8011,1083,39,"Seems longer than 50""",5,1,2,Dresses
8012,941,42,Not soft,1,0,3,Tops
8013,862,41,Gorgeous top,5,1,1,Tops
8014,862,41,"Stunning! hides my pooch, too!",5,1,1,Tops
8015,1104,41,Love love love,5,1,7,Dresses
8016,1066,50,My new go-to,5,1,1,Bottoms
8017,826,48,Not for me,3,0,0,Tops
8018,1066,47,The pants i loved until the day went on,4,1,0,Bottoms
8019,945,75,Better in person than photo,4,1,5,Tops
8020,820,76,"Beautiful, flowy,",5,1,0,Tops
8021,872,34,Adorable,4,1,0,Tops
8022,872,31,Perfect summer top,5,1,2,Tops
8023,868,44,Loved this,4,1,0,Tops
8024,820,25,Perfect in every way,5,1,3,Tops
8025,872,39,Cool,5,1,4,Tops
8026,820,39,Recommend if you hav hte right coloring for it,5,1,3,Tops
8027,862,31,Boxy,1,0,1,Tops
8028,868,54,Nice top,5,1,0,Tops
8029,872,37,Lovely top,5,1,0,Tops
8030,868,47,Didn't work on me at all,2,0,1,Tops
8031,868,27,"Cute, but runs large",3,1,0,Tops
8032,872,33,Great top!,5,1,0,Tops
8033,868,59,Cute top,5,1,12,Tops
8034,868,36,Beautiful tunic,5,1,8,Tops
8035,829,64,So cute on!,5,1,0,Tops
8036,872,51,Soft and romantic,5,1,2,Tops
8037,872,64,Excellent if you do not have a chest,4,0,2,Tops
8038,764,48,Are you kidding?,3,0,0,Intimate
8039,862,47,"Nicer than a tee, lighter than a sweater",5,1,5,Tops
8040,872,51,Nippley,4,0,2,Tops
8041,872,36,Lovely top,4,1,1,Tops
8042,862,69,Love the diagonal design,5,1,2,Tops
8043,872,30,Beautiful but falls apart,2,0,6,Tops
8044,868,59,Looks great on me!,5,1,0,Tops
8045,868,29,"Perfect, elegant & complimentary",5,1,0,Tops
8046,862,50,Really odd fit!,2,1,1,Tops
8047,868,37,Flattering tunic for any occasion,5,1,0,Tops
8048,862,38,Odd fit,3,0,1,Tops
8049,820,49,Love the details,5,1,4,Tops
8050,862,33,Good quality graphic tee!,5,1,10,Tops
8051,820,28,Functionality with flair,5,1,0,Tops
8052,872,51,Beautiful summer top,5,1,1,Tops
8053,872,23,Perfect summer top,5,1,0,Tops
8054,868,60,Lovely top for different body type than mine,4,1,1,Tops
8055,868,34,An ode to us hourglass girls!,5,1,19,Tops
8056,945,27,Misleading photo,2,0,2,Tops
8057,868,37,Maybe in another fabric??,2,0,0,Tops
8058,872,27,Great but sheer,4,1,0,Tops
8059,828,40,Loved how soft this shirt is!,5,1,1,Tops
8060,1095,31,Not as pictured,3,0,2,Dresses
8061,828,39,Great fall top,5,1,3,Tops
8062,828,40,Worth the price,4,1,2,Tops
8063,1059,55,Amazing work pants!,5,1,0,Bottoms
8064,1077,60,Simple fun dress,5,1,0,Dresses
8065,828,49,Fabulously soft fabric,5,1,2,Tops
8066,828,62,Poor quality,3,0,26,Tops
8067,1095,47,Great dress,5,1,0,Dresses
8068,828,40,Just what i needed this fall!,5,1,2,Tops
8069,828,41,"Casual, fashion forward, trendy",5,1,0,Tops
8070,828,45,Love this shirt,5,1,0,Tops
8071,1059,28,Comfortable and professional,4,1,0,Bottoms
8072,828,39,Love it!,5,1,1,Tops
8073,827,55,Nice top!,4,1,1,Tops
8074,865,25,Effortless and perfect,5,1,0,Tops
8075,828,46,Not for large chests,3,1,5,Tops
8076,828,37,So soft!,5,1,2,Tops
8077,828,25,Comfy lounging top,4,1,0,Tops
8078,828,30,Eh...,2,1,0,Tops
8079,865,23,Flattering flutter tee,4,1,0,Tops
8080,826,51,Not as pictured,3,0,0,Tops
8081,865,27,Cute shirt,4,1,0,Tops
8082,828,36,Uniquely soft plaid shirt,5,1,1,Tops
8083,865,33,Love it!,5,0,0,Tops
8084,996,47,Great skirt,4,1,1,Bottoms
8085,1095,35,Highly recommend,5,1,1,Dresses
8086,828,41,Beautiful shirt to bring in fall.,5,1,3,Tops
8087,865,38,Cute...,4,1,0,Tops
8088,1059,31,"Love, but with one problem",4,1,1,Bottoms
8089,865,23,Cute top,4,1,24,Tops
8090,828,47,Comfy,5,0,1,Tops
8091,828,45,A welcome sight for my fall wardrobe,5,1,1,Tops
8092,865,26,One of my favorite tops...,5,1,0,Tops
8093,828,47,Love it! i wish they had it in more colors,5,1,0,Tops
8094,828,39,Cute fall staple,4,1,2,Tops
8095,822,45,Light and airy,4,1,0,Tops
8096,865,24,Comfortable and feminine,4,1,0,Tops
8097,865,23,Sheer,2,0,1,Tops
8098,1095,35,Beautiful details and quality dress,5,1,24,Dresses
8099,1095,62,Total muumuu,2,0,1,Dresses
8100,1077,29,Dress up or down,5,1,1,Dresses
8101,825,49,Runs small in the bust,3,0,5,Tops
8102,865,51,Lovely!,5,1,5,Tops
8103,1025,31,Worn often and loved every time,5,1,2,Bottoms
8104,828,49,Skinny arms...,3,0,0,Tops
8105,1077,40,Tulle perfection!,5,1,1,Dresses
8106,828,29,Wonderful fall button-down,4,1,0,Tops
8107,828,42,Love this brand,5,1,1,Tops
8108,828,42,Ackerley blouse in yellow,5,1,0,Tops
8109,1077,34,Not for long torsos,5,1,0,Dresses
8110,828,45,Vibrant! small!,4,1,3,Tops
8111,865,34,"Soft, nice details",4,1,0,Tops
8112,828,36,Perfect fall shirt,5,1,0,Tops
8113,865,41,Might be my new favorite shirt this fall!,4,1,0,Tops
8114,828,44,"Um, perfect if you have toothpicks for arms",3,0,4,Tops
8115,828,42,Fun fall plaid,5,1,0,Tops
8116,1059,58,The perfect pants!,5,1,0,Bottoms
8117,1077,67,Not for me,4,1,0,Dresses
8118,1056,33,Good 'ol pilcros,5,1,0,Bottoms
8119,545,73,Every woman's cami,5,1,3,Intimate
8120,1022,37,Classic ag greatness,5,1,0,Bottoms
8121,1056,27,"Great pants, color in online pics a little off",5,1,6,Bottoms
8122,1056,28,Favorite pants ever.,5,1,0,Bottoms
8123,1084,62,Really great!,5,1,5,Dresses
8124,1056,43,Disappointed.,2,0,5,Bottoms
8125,875,62,Very unique print,5,1,0,Tops
8126,1056,44,Love these pants until i washed them,2,0,0,Bottoms
8127,1056,60,Plum chino's,5,1,2,Bottoms
8128,1053,37,Love the fit and comfort,5,1,0,Bottoms
8129,1056,54,Most stylish chinos around,5,1,1,Bottoms
8130,1003,52,Cute skirt for next summer,5,1,0,Bottoms
8131,1056,31,Never spray and wash!!!,3,1,2,Bottoms
8132,1056,63,A great basic but beware of stretching!,4,1,0,Bottoms
8133,1056,29,The size 24 are gone!,4,1,2,Bottoms
8134,1056,42,Great pants,5,1,0,Bottoms
8135,1022,43,"Fun, flattering",4,1,2,Bottoms
8136,1056,46,The dye runs!,5,1,0,Bottoms
8137,1056,41,What a pair!,4,1,1,Bottoms
8138,1084,51,Poor fit,1,0,0,Dresses
8139,1022,40,Supremely disappointed,1,0,0,Bottoms
8140,850,31,Flattering fit,5,1,12,Tops
8141,1072,70,Ethereal beauty,5,1,1,Dresses
8142,927,57,Not a great a great sweater vest,3,0,0,Tops
8143,895,48,Lovely color,5,1,2,Tops
8144,895,35,Not for the full-busted,2,0,0,Tops
8145,1135,35,Beautiful off the shoulder blouse,5,1,2,Trend
8146,895,43,Great transitional sweater!,4,1,0,Tops
8147,895,72,Lovely transitional sweater,5,1,1,Tops
8148,895,57,Nancydee,5,1,0,Tops
8149,1075,46,M/l too big for a plus size girl,3,0,0,Dresses
8150,1075,42,Dress for you and your whole family,1,0,2,Dresses
8151,1075,38,See through beach cover up,1,0,15,Dresses
8152,850,45,Cute lightweight tunic,4,1,5,Tops
8153,1075,39,Huge and a bit grayish,2,0,0,Dresses
8154,850,37,Comfortable style,5,1,0,Tops
8155,261,63,Classic tee,5,1,3,Intimate
8156,850,40,Classic and easy,5,1,0,Tops
8157,895,37,Cute but wearable?,3,0,5,Tops
8158,850,30,Went back for more,5,1,0,Tops
8159,1072,32,Color not as shown,2,1,3,Dresses
8160,1075,34,Cute and comfy!,5,1,6,Dresses
8161,850,22,I love this top--fits like a dream!,5,1,1,Tops
8162,1075,40,Light and airy,4,1,3,Dresses
8163,895,37,Wow ! size down 2 sizes !,5,1,5,Tops
8164,1072,26,Not as pictured,2,0,0,Dresses
8165,850,50,Missing drawstring!,2,1,0,Tops
8166,826,26,Nice top strange fit,3,0,3,Tops
8167,835,39,Fun top!,5,1,1,Tops
8168,895,51,"Beautiful sweater, but...",3,0,0,Tops
8169,1072,20,Color is not as it appears in the photo,2,0,3,Dresses
8170,933,55,Love the color,5,1,0,Tops
8171,933,43,I love this sweater!,5,1,1,Tops
8172,824,42,Darker in person,4,1,7,Tops
8173,944,52,Beautiful sweater but strangely cut,3,1,0,Tops
8174,933,23,Cozy soft,5,1,1,Tops
8175,933,31,Wanted: in too many colors,5,1,6,Tops
8176,944,38,Soft like a puppy,5,1,0,Tops
8177,933,32,So soft!,5,1,0,Tops
8178,933,67,Love this sweater,5,1,4,Tops
8179,933,39,Much softer than anticipated,4,1,0,Tops
8180,944,35,Comfy!,4,1,0,Tops
8181,741,30,Runs very small,4,1,0,Intimate
8182,933,41,Very pretty sweater,5,1,0,Tops
8183,583,21,Perfect summer maxi!,4,1,2,Intimate
8184,741,46,Beautiful timeless basic,5,1,1,Intimate
8185,933,40,Love it!,5,1,0,Tops
8186,933,43,Could work for another body type,3,1,3,Tops
8187,583,49,Love love love,5,1,3,Intimate
8188,933,48,Cute sweater coat,5,1,4,Tops
8189,583,26,Perfect for summer nights!,5,1,1,Intimate
8190,933,29,Great purchase,5,1,2,Tops
8191,933,56,Big comfy sweater,5,1,0,Tops
8192,583,50,Oh so sexy!,5,1,17,Intimate
8193,933,31,Not for apple shapes,3,0,0,Tops
8194,1052,52,Love this piece!,4,1,0,Bottoms
8195,583,58,Perfect and pockets!!!!!!!!!!!!!,5,1,3,Intimate
8196,1052,31,Amazing!,5,1,4,Bottoms
8197,933,33,Comfy and lux feel,4,1,0,Tops
8198,933,26,Lounge chic,5,1,0,Tops
8199,933,35,Too itchy for me,4,1,4,Tops
8200,828,39,Cute tunic to throw on and go,3,1,0,Tops
8201,933,52,Cute sweater,4,1,0,Tops
8202,933,83,Comfortable,5,1,4,Tops
8203,933,64,Two versions?,3,0,1,Tops
8204,933,39,Like it alright,4,1,0,Tops
8205,933,47,Nice and cozy,5,1,4,Tops
8206,933,41,There's wool in this! whimper!,5,1,1,Tops
8207,933,65,Gorgeous and decent price for the quality,5,1,14,Tops
8208,933,66,Petite size is perfect!,5,1,2,Tops
8209,1089,46,Comfortable and colorful dress,4,1,1,Dresses
8210,944,57,Better than expected!,5,1,2,Tops
8211,1080,33,Short,3,0,5,Dresses
8212,1078,56,Dark pink and short length,3,1,4,Dresses
8213,872,39,Great staple,5,1,2,Tops
8214,872,53,"Pretty, soft, sheer",2,0,0,Tops
8215,1135,46,Sizing,4,1,2,Trend
8216,1078,20,Retro diner girl chic,5,1,0,Dresses
8217,1089,54,Flattering and comfortable,5,1,0,Dresses
8218,1078,39,Cute and flattering,4,1,15,Dresses
8219,1078,77,Cute but difficult,4,1,0,Dresses
8220,1080,24,Odd fit,4,1,0,Dresses
8221,1078,24,Classy and cool,5,1,1,Dresses
8222,1082,59,Much shorter than in photo - shoulders tight,2,0,4,Dresses
8223,1082,47,Shapeless,2,0,0,Dresses
8224,1078,38,Makes you instantly feel like betty grable!,5,1,0,Dresses
8225,1080,66,True to description - lovely details,4,1,0,Dresses
8226,899,38,Cute shirt!,4,1,0,Tops
8227,1078,41,"Cute, but a struggle.",3,0,5,Dresses
8228,944,40,Way to big and boxy,2,0,0,Tops
8229,1056,19,Great fit,4,1,1,Bottoms
8230,1056,42,"Potential, but sizing is inconsistent",3,0,1,Bottoms
8231,1078,64,Difficult to get in-and-out of....,3,0,0,Dresses
8232,1056,26,Fall pants,5,1,2,Bottoms
8233,1089,58,Buy it now!!,5,1,0,Dresses
8234,1089,54,This dress is gorgeous!,5,1,0,Dresses
8235,1089,31,Runs big!!,3,0,0,Dresses
8236,1080,31,Worth every penny,5,1,7,Dresses
8237,1135,44,Runs big,4,1,0,Trend
8238,1056,43,Color bleeds and discolors the pant.,2,0,0,Bottoms
8239,1078,57,Runs big,4,1,0,Dresses
8240,1078,45,"Cute, comfy romper!",5,1,0,Dresses
8241,1056,33,Perrfect pants!,5,1,1,Bottoms
8242,1056,63,Great comfy pant,5,1,0,Bottoms
8243,1078,30,Impossible to put on,2,0,1,Dresses
8244,1056,28,Perfect pant,5,1,1,Bottoms
8245,1078,28,Whimsical romper,5,1,5,Dresses
8246,1056,40,Not colorfast!,2,0,0,Bottoms
8247,1078,34,So dang cute,5,1,0,Dresses
8248,872,65,Soft as silk,5,1,0,Tops
8249,1056,41,Love these!,5,1,3,Bottoms
8250,1089,56,Great style!,5,1,1,Dresses
8251,1078,28,Love!,5,1,3,Dresses
8252,825,26,Gorgeous print poor fit,3,1,0,Tops
8253,1115,75,"Classic, upscale coat",5,1,1,Jackets
8254,860,61,Totally cute top,5,1,0,Tops
8255,860,27,Beautiful blouse!,5,1,0,Tops
8256,961,31,Vest obsessed,5,1,9,Jackets
8257,895,31,Loved so much i bought 2,5,1,11,Tops
8258,1115,26,Elegant and warm coat,5,1,2,Jackets
8259,1115,59,Beautiful coat- shedding could be a deal breaker,4,1,1,Jackets
8260,860,56,Stunning color,5,1,3,Tops
8261,794,38,"Lovely, but not one size fits all.",4,1,0,Intimate
8262,588,63,Birthday gift,4,1,0,Bottoms
8263,588,32,Nope.,1,0,0,Bottoms
8264,860,23,"Very pretty, very easy",4,1,0,Tops
8265,895,63,Tried to like it,3,0,1,Tops
8266,860,70,Not a wow,1,0,0,Tops
8267,1084,21,Lovely but way too small,3,0,16,Dresses
8268,860,64,Nice fit,4,1,0,Tops
8269,1115,34,More gorgeous than functional,3,0,5,Jackets
8270,1008,83,Beautiful skirt !!!!!!!,5,1,2,Bottoms
8271,1115,30,Well designed,5,1,3,Jackets
8272,868,40,Very boxy,3,0,9,Tops
8273,588,35,Least flattering romper ever,1,0,0,Bottoms
8274,860,34,This surprised me,5,1,0,Tops
8275,1084,39,Beautiful dress but..,4,1,10,Dresses
8276,860,39,Lovely!,5,1,0,Tops
8277,1115,29,Gorgeous coat,5,1,2,Jackets
8278,1115,31,Classic yet surprising,5,1,2,Jackets
8279,895,50,Not for me ... maybe for another,3,0,0,Tops
8280,860,47,Beautiful blouse,5,1,0,Tops
8281,860,42,Great find!,5,1,11,Tops
8282,1074,27,In love,5,1,0,Dresses
8283,860,35,Beautiful color and flattering design,4,1,0,Tops
8284,860,51,Wonderful spring top,4,1,0,Tops
8285,895,26,Just what i was hoping for,5,1,0,Tops
8286,1115,35,Nice jacket but too large!,4,1,1,Jackets
8287,1084,33,Stunning color,4,1,0,Dresses
8288,860,30,Meh...,2,0,0,Tops
8289,961,59,Fabulous vest!,5,1,0,Jackets
8290,1115,41,Unique and beautiful,5,1,5,Jackets
8291,860,39,Pretty blouse,4,1,0,Tops
8292,1084,62,Too heavy,2,0,0,Dresses
8293,895,23,"Soft, cozy and perfect for the holidays",3,1,1,Tops
8294,1115,65,Fab coat!,4,1,0,Jackets
8295,961,40,Best thing since sliced bread,5,1,0,Jackets
8296,860,52,Fun andfestive,4,1,0,Tops
8297,1115,35,Stylish and strange,4,1,0,Jackets
8298,1115,62,Stunning coat,5,1,17,Jackets
8299,860,49,Lovely in sky blue,5,1,0,Tops
8300,860,34,Like a mullet,3,1,0,Tops
8301,864,44,Ugly shirt,1,0,0,Tops
8302,794,54,Love this!,5,1,1,Intimate
8303,860,43,Not what it appears,3,0,5,Tops
8304,961,57,Love!,5,1,0,Jackets
8305,860,48,Gorgeous top!,5,1,0,Tops
8306,860,35,So cute!,5,1,0,Tops
8307,1115,62,Delicious coat!,5,1,8,Jackets
8308,873,43,Comfortable and relaxed look,4,1,2,Tops
8309,1115,33,Great purchase,4,1,1,Jackets
8310,899,73,Pretty design,4,1,0,Tops
8311,1035,25,Waist gets baggy with wear,3,0,1,Bottoms
8312,1035,36,Comfortable and flattering,5,1,0,Bottoms
8313,1080,55,Cute,4,1,0,Dresses
8314,862,52,Feels like comfy pajamas,5,1,0,Tops
8315,1022,47,The perfect pair of jeans,5,1,3,Bottoms
8316,1022,46,Great fit,5,1,0,Bottoms
8317,1022,39,Wish they were a tad shorter,4,1,1,Bottoms
8318,899,41,Gorgeous knitted cardi,4,1,2,Tops
8319,1022,39,Great color,5,1,1,Bottoms
8320,1035,33,Super comfortable,4,1,0,Bottoms
8321,1022,40,Great jeans but...,4,1,1,Bottoms
8322,1035,58,Best jeans ever!,5,1,0,Bottoms
8323,1111,31,Very romantic and pretty,4,1,2,Dresses
8324,1022,32,Fits like a glove,4,1,0,Bottoms
8325,1035,33,"Look and fit great, but low quality",4,0,5,Bottoms
8326,1022,29,Not great fit for those with long legs,2,0,1,Bottoms
8327,1111,31,Love this dress,5,1,0,Dresses
8328,862,43,Make it in more colors!,5,1,0,Tops
8329,899,57,Interesting cut,4,1,2,Tops
8330,1080,34,Foiled once again by my petite-ness,3,1,2,Dresses
8331,899,42,Bulky and itchy,3,0,2,Tops
8332,1062,30,Interesting cut,2,0,0,Bottoms
8333,1022,32,I returned it,4,1,1,Bottoms
8334,1035,30,Perfect for petites -- please keep making these!,5,1,1,Bottoms
8335,990,52,Not as advertised,3,0,5,Bottoms
8336,1111,64,Never say never....,5,1,14,Dresses
8337,1035,46,Great winter jeans,5,1,0,Bottoms
8338,1028,26,I think i like these,5,1,4,Bottoms
8339,864,35,How could you say no to this shirt?,5,1,7,Tops
8340,965,20,Eye spy a great vest,4,1,4,Jackets
8341,1110,37,Pretty but photo misleading,4,1,17,Dresses
8342,1110,60,Fun and flowing,5,1,0,Dresses
8343,1110,36,Omg! so gorgeous!!,5,1,9,Dresses
8344,1110,39,Easy breezy,4,1,0,Dresses
8345,1110,25,Gorgeous and sexy,5,1,30,Dresses
8346,1110,27,Love it,5,1,2,Dresses
8347,1110,59,Adorable dress!,5,1,2,Dresses
8348,1110,55,Simple and cute,5,1,2,Dresses
8349,863,44,Hits the mark,5,1,1,Tops
8350,1110,30,Cute and comfortable,5,1,3,Dresses
8351,1110,38,"Pretty, but shapeless",3,0,0,Dresses
8352,965,48,Flowy and fun!,4,1,0,Jackets
8353,1110,33,One of my favorites!!!!,5,1,0,Dresses
8354,1110,37,Hand wash slip,5,1,0,Dresses
8355,1110,60,Cute but runs large,4,1,1,Dresses
8356,1110,41,Lovely dress!,5,1,3,Dresses
8357,863,42,Gorgeous!,5,1,2,Tops
8358,863,47,Perfect tee,5,1,0,Tops
8359,817,49,Flight pattern tunic,5,1,1,Tops
8360,863,65,Don't recommend,3,0,1,Tops
8361,1110,35,"Fun, feminine, versatile",5,1,0,Dresses
8362,1028,42,Perfect high rise,5,1,4,Bottoms
8363,589,35,Just what i wanted,5,1,8,Bottoms
8364,1110,59,Lovely but not quite as pictured . . .,4,1,2,Dresses
8365,1110,34,New go-to dress,5,1,9,Dresses
8366,863,52,Love this top!,5,1,0,Tops
8367,1110,26,"Beautiful dress, odd fit",3,0,3,Dresses
8368,1110,50,"Love, love, love!",5,1,1,Dresses
8369,817,41,Little pricey,4,1,1,Tops
8370,1110,43,Great transitional piece,5,1,0,Dresses
8371,1110,39,Beautiful!,5,1,3,Dresses
8372,1110,37,Sigh...so dreamy!,5,1,22,Dresses
8373,1110,39,Time machine dress,5,1,1,Dresses
8374,1110,46,Violetta dress,5,1,0,Dresses
8375,1110,67,So pretty,5,1,3,Dresses
8376,1110,41,How can i add length so i can keep?!!,4,1,3,Dresses
8377,1110,44,Great maeve dress!,5,1,2,Dresses
8378,1110,29,Love/hate relationship with this dress,3,1,5,Dresses
8379,965,48,Gorgeous eyelet,5,1,1,Jackets
8380,960,34,The perfect summer blazer,5,1,9,Jackets
8381,1037,29,Love these (vegan)leathers!,5,1,0,Bottoms
8382,1087,38,Versatile dress,4,1,1,Dresses
8383,1081,52,Versatile dress,5,1,0,Dresses
8384,1081,49,Just perfect,5,1,2,Dresses
8385,1037,60,Not worth it for the price,3,0,0,Bottoms
8386,1037,62,Realllllly wanted to love,3,0,1,Bottoms
8387,829,61,Cute top,3,1,0,Tops
8388,1037,46,Love these pants but they broke my heart,3,0,1,Bottoms
8389,1037,38,Vegan pilcro,5,1,0,Bottoms
8390,1037,34,Not flattering for my body type,2,0,1,Bottoms
8391,829,53,"Again, my bad for not looking at description...",2,0,1,Tops
8392,1087,22,"Great dress, but not my style",4,1,0,Dresses
8393,1081,48,Super flattering fit n'flare,5,1,37,Dresses
8394,1037,49,Love!,5,1,0,Bottoms
8395,1103,62,Looks like lemonade and ice cream!,4,1,3,Dresses
8396,1037,41,Unique black pants,4,1,0,Bottoms
8397,1037,34,Great pants with a catch,5,1,2,Bottoms
8398,1087,25,Simple and versatile,5,1,0,Dresses
8399,1037,22,Must have but....,3,1,1,Bottoms
8400,1103,62,Rehearsal dinner dress,5,1,0,Dresses
8401,1081,52,Too short but otherwise great!,4,1,6,Dresses
8402,1081,53,Great casual dress,5,1,3,Dresses
8403,1037,55,Favorite pant---until they ripped,2,0,5,Bottoms
8404,1081,32,Cute basic  --- found it to be tts!,4,1,0,Dresses
8405,1081,51,Perfect grab & go!,5,1,1,Dresses
8406,1037,43,Fun and versatile,5,1,0,Bottoms
8407,1081,25,Perfect travel/summer dress,5,1,4,Dresses
8408,1081,61,The regular size fit my petite frame well,5,1,4,Dresses
8409,1037,35,Fell apart after 3 wearings,1,0,1,Bottoms
8410,1103,39,Tts or runs big,5,1,3,Dresses
8411,1037,42,Must have,5,1,0,Bottoms
8412,1171,30,Fun bottom,5,1,1,Intimate
8413,829,65,"Light, airy & pretty",5,1,0,Tops
8414,1081,52,Simple yet sexy and feminine,5,1,3,Dresses
8415,1037,48,"Love, love, love!!!!!",5,1,0,Bottoms
8416,1037,52,These pants are to die for!,5,1,0,Bottoms
8417,1171,26,Love retailer bathing suits!,5,1,0,Intimate
8418,1081,52,Runs really small,2,0,57,Dresses
8419,863,64,Comfy and cute,5,1,0,Tops
8420,1110,51,Pretty but cheaply made,2,0,3,Dresses
8421,1110,36,Fun and flowy,5,1,8,Dresses
8422,1036,45,Pricey but bam!,5,1,1,Bottoms
8423,881,32,Flattering and stylish,5,1,0,Tops
8424,1110,39,Such a disappointment!,1,0,2,Dresses
8425,863,47,Cute and comfy tee,4,1,0,Tops
8426,498,44,Love the petite!,5,1,0,Intimate
8427,498,36,Soft,5,1,0,Intimate
8428,863,66,Nice tee - flattering!,5,1,0,Tops
8429,975,39,Trend of he seson,5,1,2,Jackets
8430,835,39,Wasn't sure at first,5,1,0,Tops
8431,1110,38,"Beautiful, but...",3,0,4,Dresses
8432,863,46,Sloppy looking but pretty colors,2,0,1,Tops
8433,863,41,Sloppy top,2,0,0,Tops
8434,863,45,"Versatile, everyday tee---dress up or dress down.",4,1,0,Tops
8435,1110,53,This is polyester...,1,0,0,Dresses
8436,863,35,Completely disappointed!,4,0,5,Tops
8437,498,43,"Great colors, wide straps, sheer",4,1,8,Intimate
8438,1074,45,Classy & adorable,4,1,6,Dresses
8439,863,48,Super soft!,5,1,0,Tops
8440,1110,49,Size down on this one.,4,1,0,Dresses
8441,1110,34,Poor quality for price,2,0,10,Dresses
8442,975,55,Disappointed,2,0,1,Jackets
8443,863,29,Beautiful color,5,1,0,Tops
8444,881,49,Cant' wait to wear this!,5,1,1,Tops
8445,863,36,"A great, classic t-shirt with flare",4,1,3,Tops
8446,863,57,Wanted to like it,1,0,0,Tops
8447,863,61,So soft and comfy,5,1,1,Tops
8448,498,55,Perfect tank!,5,1,4,Intimate
8449,863,42,"Cute, nice weight tee",4,1,68,Tops
8450,937,29,Itchy!,3,0,7,Tops
8451,1110,50,"Cute design, poor material",2,1,4,Dresses
8452,863,29,Comfortable long-sleeved tee,4,1,4,Tops
8453,863,38,Easy top,5,1,0,Tops
8454,996,40,Beautiful skirt,5,1,0,Bottoms
8455,863,40,Stylish tee,5,1,0,Tops
8456,1036,41,Wow!,5,1,0,Bottoms
8457,863,27,Love it!,5,1,0,Tops
8458,965,39,Cute,4,1,1,Jackets
8459,835,26,Like it but it is too loose,3,1,6,Tops
8460,937,52,Itchy itchy,2,0,0,Tops
8461,560,45,Wonderful work to dinner dress,5,1,3,Trend
8462,820,53,I love it!,5,1,2,Tops
8463,839,35,Western shirt with a feminine flare,4,1,1,Tops
8464,820,54,Pretty blouse,4,1,0,Tops
8465,1081,45,Runs large,4,1,0,Dresses
8466,820,33,Horrible,1,0,4,Tops
8467,820,34,Could be cute on the right person,2,1,3,Tops
8468,829,37,Beautiful transition piece,5,1,1,Tops
8469,872,53,Great casual top,5,1,0,Tops
8470,820,42,Inconsistent all the way around,3,0,0,Tops
8471,829,66,Love it,5,1,8,Tops
8472,872,31,Amazing canary yellow but a little transparent,5,1,0,Tops
8473,820,58,Beautiful blouse,5,1,3,Tops
8474,1066,60,"If they still have your size, buy these",4,1,0,Bottoms
8475,1066,58,Cooommfey!!,5,1,0,Bottoms
8476,820,44,Not at all as it looks online,2,0,2,Tops
8477,872,43,Love this shirt!,5,1,0,Tops
8478,872,38,Love this basic with a twist,4,1,0,Tops
8479,820,66,Too bad,2,0,4,Tops
8480,839,60,Stunning classic,5,1,2,Tops
8481,990,62,Painful but beautiful,3,1,1,Bottoms
8482,829,50,Such a cute top!,4,1,0,Tops
8483,837,63,"Great fabric, but...",3,1,1,Tops
8484,872,33,Linen tee,5,1,2,Tops
8485,820,53,So disappointed!,3,0,14,Tops
8486,820,56,Another floreat top misses the mark,1,0,24,Tops
8487,872,47,A versatile keeper,5,1,0,Tops
8488,839,45,Love it,5,1,1,Tops
8489,872,35,Love,5,1,0,Tops
8490,829,44,Too boxy,4,0,1,Tops
8491,872,39,It's always sunny,5,1,0,Tops
8492,820,39,So unflattering....nothing like picture,1,0,4,Tops
8493,829,64,So cute!,5,1,15,Tops
8494,872,39,Another basic tee,4,1,0,Tops
8495,820,52,Fall boho,5,1,1,Tops
8496,872,45,Versatile,5,1,0,Tops
8497,820,36,Beautiful peasant top,5,1,3,Tops
8498,877,62,Love this tunic!,5,1,11,Tops
8499,1005,53,Wish it wasn't suede,5,1,6,Bottoms
8500,877,49,Seems to run a bit small,3,1,0,Tops
8501,376,38,Super soft,5,1,0,Intimate
